Year,JobTitle,count,mean,std,min,25%,50%,75%,max
2011,AIRPORT ELECTRICIAN SUPERVISOR,2.0,117088.76,2116.568585990068,115592.12,116340.44,117088.76,117837.07999999999,118585.4
2011,AIRPORT EMERGENCY PLANNING COORDINATOR,2.0,75865.935,16645.654253589735,64095.68,69980.8075,75865.935,81751.0625,87636.19
2011,AIRPORT MECHANICAL MAINTENANCE SUPERVISOR,1.0,128534.17,,128534.17,128534.17,128534.17,128534.17,128534.17
2011,AIRPORT NOISE ABATEMENT SPECIALIST,2.0,49497.225,18582.23587949658,36357.6,42927.4125,49497.225,56067.0375,62636.85
2011,AIRPORT OPERATIONS SUPERVISOR,12.0,94913.98,9643.19140117288,78980.27,89549.98,93278.70499999999,99484.9125,113567.7
2011,AIRPORT POLICE SERVICES AIDE,187.0,60129.931283422455,15779.177271669128,2726.46,55274.165,62592.46,71078.195,89305.55
2011,AIRPORT PROPERTY SPECIALIST I,13.0,77681.84307692306,23741.148300587873,15855.49,80530.19,86625.68,94078.58,94667.43
2011,AIRPORT SAFETY OFFICER,40.0,74599.26425000001,23353.906244760336,3114.54,73945.9525,83249.785,87979.3825,97733.68
2011,ANESTHETIST,25.0,112265.26039999998,90526.2605370911,2220.08,25718.56,84242.34,206520.09,238879.2
2011,ANIMAL CARE ASSISTANT SUPERVISOR,1.0,56298.62,,56298.62,56298.62,56298.62,56298.62,56298.62
2011,ANIMAL CARE ATTENDANT,14.0,43780.72357142858,17707.82887235413,4209.81,39200.802500000005,52490.04,55275.0475,57687.01
2011,ANIMAL CARE SUPERVISOR,1.0,73618.87,,73618.87,73618.87,73618.87,73618.87,73618.87
2011,ANIMAL CONTROL OFFICER,13.0,48181.275384615394,20694.93561945354,10963.02,33098.12,59768.45,62176.54,64121.79
2011,ANIMAL HEALTH TECHNICIAN,3.0,13476.87,22491.648147098957,324.4,491.67,658.94,20053.105,39447.27
2011,ANIMAL KEEPER,4.0,56375.842500000006,12601.09097841499,37559.79,55123.6125,62106.71,63358.94,63730.16
2011,APPRENTICE GARDENER,11.0,24656.538181818174,13450.811484308906,846.16,17133.455,31832.31,33332.75,34145.59
2011,APPRENTICE STATIONARY ENGINEER,12.0,65108.267499999994,24553.299440387058,34456.21,49811.175,60527.240000000005,76166.985,122543.2
2011,"APPRENTICE STATIONARY ENGINEER, SEWAGE PLANT",13.0,71108.44076923077,15764.882503688093,43022.18,58014.86,76569.98,83550.87,92358.52
2011,"APPRENTICE STATIONARY ENGINEER,WATER TREATMENT PLN",6.0,59027.80666666667,29399.61700823442,12160.24,45029.1925,63000.72,80045.5325,91239.34
2011,ARCHITECT,15.0,99881.44666666667,45860.88631397499,3569.9,103468.4,120937.06,120937.095,157177.01
2011,ARCHITECTURAL ADMINISTRATOR,4.0,102790.40999999999,2590.646022931988,100441.54,101690.45499999999,102114.03,103213.985,106492.04
2011,ARCHITECTURAL ASSISTANT  I,2.0,66245.495,9942.946648315583,59214.77,62730.1325,66245.495,69760.8575,73276.22
2011,ARCHITECTURAL ASSISTANT II,19.0,57074.37631578947,27319.367033118386,2441.1,41419.155,71676.79,77165.66500000001,81739.12
2011,ARCHITECTURAL ASSOCIATE  I,13.0,80459.05615384615,35237.706672825996,2737.83,73298.52,89806.01,89806.09,157181.81
2011,ARCHITECTURAL ASSOCIATE II,20.0,99332.576,20763.174624789917,39698.08,102636.0175,104486.07,105266.085,139422.3
2011,"AREA SUPERVISOR, PARKS, SQUARES AND FACILITIES",1.0,88242.32,,88242.32,88242.32,88242.32,88242.32,88242.32
2011,ARTS PROGRAM ASSISTANT,11.0,43178.19545454546,17380.54138516425,6169.0,31390.725000000002,51140.23,55208.565,60790.86
2011,ASPHALT FINISHER,10.0,63209.948,6081.838007502885,51991.01,59608.91,63361.095,67835.68,71996.09
2011,ASPHALT FINISHER SUPERVISOR I,8.0,74050.4525,30773.171472120113,23536.46,47645.6075,86901.16500000001,92266.545,114393.36
2011,ASPHALT PLANT SUPERVISOR I,1.0,100403.89,,100403.89,100403.89,100403.89,100403.89,100403.89
2011,ASPHALT WORKER,26.0,44347.26423076923,17166.665240845858,11730.21,29889.809999999998,45665.175,60717.817500000005,64739.32
2011,ASSESSMENT CLERK,36.0,32197.877222222218,18713.13400912595,935.39,9293.560000000001,40715.985,49360.8975,50410.42
2011,ASSESSOR,1.0,164425.0,,164425.0,164425.0,164425.0,164425.0,164425.0
2011,ASSISTANT CHIEF ATTORNEY I,23.0,174307.87391304347,36176.71065012755,52739.23,184470.91999999998,185695.36,185695.43,185695.47
2011,ASSISTANT CHIEF ATTORNEY II,5.0,187065.026,15036.256331062925,160453.13,189931.7,194980.09,194980.1,194980.11
2011,ASSISTANT CHIEF DISTRICT ATTORNEY'S INVESTIGATOR,4.0,117964.41,754.048683176362,117350.98,117351.0175,117806.03,118419.4225,118894.6
2011,"ASSISTANT CHIEF OF DEPARTMENT, (FIRE DEPARTMENT)",3.0,203427.84999999998,116778.89358456517,73444.97,155394.69,237344.41,268419.29,299494.17
2011,ASSISTANT CHIEF VICTIM/WITNESS INVESTIGATOR,5.0,87533.20999999999,1043.5672835519567,85849.18,87694.22,87694.22,87694.22,88734.21
2011,"ASSISTANT CLERK, BOARD OF SUPERVISORS",5.0,73480.414,37277.86205500095,6941.41,85949.78,90664.0,91742.04,92104.84
2011,ASSISTANT CONSTRUCTION INSPECTOR,7.0,70605.51857142858,15958.724563923677,41812.6,65532.85,74975.56,79813.72,86757.33
2011,ASSISTANT COOK,6.0,24115.303333333333,22631.50172300165,1824.78,9613.1525,15572.2,37425.915,59385.35
2011,ASSISTANT COUNSELOR,4.0,62113.285,2812.301594667023,59206.04,60607.0625,61685.32,63191.5425,65876.46
2011,ASSISTANT COURT REPORTER COORDINATOR,1.0,126571.71,,126571.71,126571.71,126571.71,126571.71,126571.71
2011,ASSISTANT DEPUTY CHIEF II,5.0,228724.50599999996,53250.612487786275,181860.74,202433.9,203023.05,240019.1,316285.74
2011,"ASSISTANT DEPUTY DIRECTOR, PORT",2.0,132242.5,0.0,132242.5,132242.5,132242.5,132242.5,132242.5
2011,ASSISTANT DIRECTOR OF CLINICAL SERVICES I,1.0,108888.03,,108888.03,108888.03,108888.03,108888.03,108888.03
2011,ASSISTANT DIRECTOR OF CLINICAL SERVICES II,1.0,132471.24,,132471.24,132471.24,132471.24,132471.24,132471.24
2011,"ASSISTANT DIRECTOR, JUVENILE HALL",1.0,20717.65,,20717.65,20717.65,20717.65,20717.65,20717.65
2011,"ASSISTANT DIRECTOR, LOG CABIN RANCH",1.0,81589.92,,81589.92,81589.92,81589.92,81589.92,81589.92
2011,ASSISTANT ELECTRONIC MAINTENANCE TECHNICIAN,11.0,82661.93545454546,48399.59746882847,17553.44,46207.475000000006,78883.14,122716.16500000001,155709.11
2011,ASSISTANT ENGINEER,146.0,84312.16520547944,12127.9878502741,2106.0,81406.7175,88149.005,89806.06,129497.67
2011,ASSISTANT FORENSIC TOXICOLOGIST I,6.0,83196.61,37594.938816946626,6456.28,98531.95749999999,98531.985,98531.99,98595.47
2011,ASSISTANT GENERAL SERVICES MANAGER,6.0,51645.69666666666,27309.695674199425,5320.68,39320.3375,65019.060000000005,67731.8725,75125.14
2011,ASSISTANT HEALTH EDUCATOR,8.0,57719.41875,26057.64360697887,2157.71,45707.0425,72064.98999999999,72863.8275,78825.14
2011,ASSISTANT INDUSTRIAL HYGIENIST,1.0,79904.0,,79904.0,79904.0,79904.0,79904.0,79904.0
2011,ASSISTANT INSPECTOR (POLICE DEPARTMENT),1.0,188999.2,,188999.2,188999.2,188999.2,188999.2,188999.2
2011,ASSISTANT INSPECTOR II (POLICE DEPARTMENT),10.0,150888.86099999998,10499.751100107564,129913.87,145327.415,151752.73,155161.5825,165094.39
2011,ASSISTANT INSPECTOR III (POLICE DEPARTMENT),9.0,152671.21555555554,14475.974080084481,137502.89,143267.74,150342.36,155080.9,186630.88
2011,ASSISTANT LAW LIBRARIAN,1.0,107692.0,,107692.0,107692.0,107692.0,107692.0,107692.0
2011,ASSISTANT MATERIALS COORDINATOR,12.0,60593.305,30228.867093328492,11019.4,30407.0575,68253.83499999999,87918.9575,95527.62
2011,ASSISTANT MEDICAL EXAMINER,5.0,212793.17199999996,88720.663563803,80532.37,160921.76,273771.21,274190.27,274550.25
2011,ASSISTANT POWER HOUSE OPERATOR,2.0,47877.29,13215.10449145976,38532.8,43205.045,47877.29,52549.535,57221.78
2011,ASSISTANT PURCHASER,23.0,50793.562173913044,20094.785480669758,6211.7,46268.615,61369.04,61369.17,72357.12
2011,ASSISTANT RECREATION DIRECTOR,2.0,29442.69,39018.732013434266,1852.28,15647.485,29442.69,43237.895,57033.1
2011,ASSISTANT RECREATION SUPERVISOR,1.0,2474.41,,2474.41,2474.41,2474.41,2474.41,2474.41
2011,"ASSISTANT RENTAL MANAGER, PORT",7.0,81015.79000000001,21369.511138190937,36451.41,77282.0,93861.11,94078.0,94078.01
2011,ASSISTANT RETIREMENT ANALYST,26.0,63851.874615384615,12236.454937121693,13952.04,61222.4025,69018.0,69642.0,72321.35
2011,ASSISTANT SHERIFF,2.0,94837.545,112277.00979868697,15445.71,55141.6275,94837.545,134533.4625,174229.38
2011,ASSISTANT STOREKEEPER,15.0,56959.176,12648.698860091048,37448.64,48527.68,55139.39,66109.315,80138.18
2011,ASSISTANT SUPERINTENDENT RECREATION,1.0,100515.4,,100515.4,100515.4,100515.4,100515.4,100515.4
2011,"ASSISTANT TO THE DIRECTOR, PUBLIC AFFAIRS       RS",1.0,95283.35,,95283.35,95283.35,95283.35,95283.35,95283.35
2011,ASSOCIATE AFFIRMATIVE ACTION COORDINATOR,8.0,92647.2,34378.353146670655,8000.0,100850.1075,103446.105,108243.6525,108243.67
2011,ASSOCIATE AUDITOR,17.0,76862.87705882352,19465.952022676272,41837.15,77700.43,84566.35,92082.05,92507.81
2011,ASSOCIATE ENGINEER,148.0,99256.9808783784,25299.05509868534,1647.5,97625.04250000001,104486.06,107141.975,178321.37
2011,ASSOCIATE HUMAN RESOURCES ANALYST,1.0,81641.17,,81641.17,81641.17,81641.17,81641.17,81641.17
2011,"ASSOCIATE MUSEUM CONSERVATOR, ASIAN ART MUSEUM",1.0,72844.4,,72844.4,72844.4,72844.4,72844.4,72844.4
2011,ASSOCIATE MUSEUM REGISTRAR,2.0,39705.64,13275.703542607454,30318.3,35011.97,39705.64,44399.310000000005,49092.98
2011,ASSOCIATE PERFORMANCE AUDITOR,11.0,56206.88909090909,26565.295825734167,20097.73,34416.885,56779.86,81630.255,86107.27
2011,ASST. CHIEF PROBATION OFFICER-JUVENILE PROBATION,1.0,166821.15,,166821.15,166821.15,166821.15,166821.15,166821.15
2011,"ASST. CHIEF, BUREAU OF CLAIMS INVEST. & ADMIN",1.0,135166.98,,135166.98,135166.98,135166.98,135166.98,135166.98
2011,ATTORNEY (CIVIL/CRIMINAL),377.0,128056.73381962864,42486.73675438531,602.2,102994.43,139232.92,164352.65,182759.79
2011,ATTORNEY FOR THE PUBLIC ADMINISTRATOR,1.0,170844.78,,170844.78,170844.78,170844.78,170844.78,170844.78
2011,"ATTORNEY, TAX COLLECTOR",2.0,87465.53499999999,91690.24640267932,22630.74,55048.1375,87465.535,119882.9325,152300.33
2011,AUDIOLOGIST,1.0,100556.11,,100556.11,100556.11,100556.11,100556.11,100556.11
2011,AUDIOMETRIST,2.0,10595.14,6690.969632706459,5863.91,8229.525,10595.14,12960.755000000001,15326.37
2011,AUTOMOTIVE BODY AND FENDER WORKER,38.0,86882.58552631579,15475.177449981456,34601.1,78723.865,86635.645,93450.38750000001,122606.09
2011,AUTOMOTIVE BODY AND FENDER WORKER SUPERVISOR I,1.0,122486.89,,122486.89,122486.89,122486.89,122486.89,122486.89
2011,AUTOMOTIVE MACHINIST,66.0,73443.96151515152,28279.314062749185,1000.0,67463.055,75037.725,92769.3825,122401.21
2011,AUTOMOTIVE MACHINIST ASSISTANT SUPERVISOR,8.0,109760.655,17712.600707980262,88262.68,98618.4575,105941.06,123618.605,136393.77
2011,AUTOMOTIVE MACHINIST SUPERVISOR I,7.0,105796.52428571427,7872.214246135705,97527.87,99109.995,103958.05,112098.035,116673.69
2011,AUTOMOTIVE MECHANIC,126.0,90949.7676984127,24285.545776537587,411.05,78308.9925,89301.0,106244.44750000001,156504.75
2011,AUTOMOTIVE MECHANIC ASSISTANT SUPERVISOR,11.0,110583.34272727273,16533.94127110659,81864.8,99723.545,110461.94,119268.0,137873.59
2011,AUTOMOTIVE MECHANIC SUPERVISOR I,6.0,126170.64000000001,39102.524041983794,72053.15,105478.2225,122982.375,147881.8725,183180.73
2011,AUTOMOTIVE SERVICE WORKER,110.0,71612.25509090908,19586.74364177708,15153.7,60076.994999999995,70981.91,84728.455,116017.62
2011,AUTOMOTIVE SERVICE WORKER ASSISTANT SUPERVISOR,4.0,87131.37999999999,15777.732551259276,65929.07,80152.37,90391.67,97370.68,101813.11
2011,AUTOMOTIVE TRANSIT SHOP SUPERVISOR I,5.0,129862.072,6979.651431838841,122472.36,123523.96,130955.97,133090.51,139267.56
2011,BACTERIOLOGICAL LABORATORY ASSISTANT,8.0,50942.48375,11363.634001076716,23630.59,52079.5575,54941.405,56964.315,57272.36
2011,BAKER,1.0,65005.25,,65005.25,65005.25,65005.25,65005.25,65005.25
2011,BARBER,1.0,12410.38,,12410.38,12410.38,12410.38,12410.38,12410.38
2011,"BATTALION CHIEF, (FIRE DEPARTMENT)",45.0,216655.53688888892,50112.86790349709,7093.37,189600.43,221049.32,247254.61,315981.05
2011,BEAUTICIAN,3.0,31301.726666666666,23891.778415664943,11043.73,18128.17,25212.61,41430.725,57648.84
2011,BENEFITS ANALYST,14.0,61382.22142857143,10091.865268329017,35696.61,64832.125,65311.705,65477.4775,66266.97
2011,BENEFITS SUPERVISOR,5.0,74504.338,39124.124511990296,4918.2,84668.62,93895.62,94519.62,94519.63
2011,BENEFITS TECHNICIAN,23.0,47034.443043478255,13779.098797486535,3372.96,45718.325,53210.84,54610.815,55234.83
2011,BIOLOGIST I/II,23.0,82158.7904347826,13678.804292497232,27218.7,79702.905,87619.02,87788.03,91761.23
2011,BIOLOGIST III,4.0,94550.2225,29256.286858732175,50763.4,92559.8875,108157.185,110147.52,111123.12
2011,"BOARD COMMISSION MEMBER, $200 PER MEETING",7.0,9571.42857142857,734.1986237031632,8000.0,9600.0,9800.0,9900.0,10200.0
2011,BOARD SECRETARY - MUNICIPAL TRANSPORTATION AGENC,1.0,154690.6,,154690.6,154690.6,154690.6,154690.6,154690.6
2011,"BOARD/COMMISSION MEMBER, GROUP II",43.0,296.51162790697674,308.8275348639495,50.0,125.0,200.0,262.5,1125.0
2011,"BOARD/COMMISSION MEMBER, GROUP III",33.0,638.7878787878788,336.9602867527342,70.0,350.0,630.0,950.0,1300.0
2011,"BOARD/COMMISSION MEMBER, GROUP V",56.0,1195.904464285714,490.37052681683156,46.0,920.0,1199.9,1200.0,2399.8
2011,BOARD/COMMISSION SECRETARY III,2.0,47459.625,66666.58594462484,319.23,23889.4275,47459.625,71029.82250000001,94600.02
2011,BOOK REPAIRER,3.0,49902.869999999995,1634.899624197155,48049.75,49283.58,50517.41,50829.43,51141.45
2011,BRAILLIST,1.0,51674.51,,51674.51,51674.51,51674.51,51674.51,51674.51
2011,BRICKLAYER,5.0,91372.018,4634.349617181461,87574.8,88170.49,89636.92,92569.59,98908.29
2011,BUILDING AND GROUNDS PATROL OFFICER,49.0,43987.33000000001,18396.0730159135,133.29,26100.04,54548.7,57248.75,61141.19
2011,BUILDING INSPECTOR,52.0,98919.13846153846,21286.68299247755,76.26,100017.7875,103500.175,106233.51250000001,149095.36
2011,BUILDING PLANS ENGINEER,2.0,140178.755,9682.773779245807,133332.0,136755.3775,140178.755,143602.1325,147025.51
2011,BUILDING SERVICES TECHNICIAN,1.0,84302.65,,84302.65,84302.65,84302.65,84302.65,84302.65
2011,BUILDINGS AND GROUNDS MAINTENANCE SUPERINTENDENT,13.0,124398.50461538462,16198.122128629402,113279.04,116910.33,119122.02,124924.77,174226.4
2011,BUILDINGS AND GROUNDS MAINTENANCE SUPERVISOR,6.0,118750.73666666665,9820.87595577027,103094.96,114865.3675,119285.015,124969.71,130582.67
2011,CABLE SPLICER,24.0,75255.00583333334,38581.12258929746,4367.16,38236.315,94477.65,98792.155,134673.69
2011,CAMP ASSISTANT,59.0,3997.515762711864,1408.4052577089028,484.55,3162.025,4366.42,5034.895,6246.28
2011,CAPTAIN III (POLICE DEPARTMENT),37.0,211783.89324324325,66766.80565776642,91929.37,192928.28,198884.32,204242.2,538909.28
2011,"CAPTAIN, BUREAU OF FIRE PREVENTION AND PUBLIC SAFE",1.0,206704.63,,206704.63,206704.63,206704.63,206704.63,206704.63
2011,"CAPTAIN, EMERGENCYCY MEDICAL SERVICES",24.0,174010.95666666667,53387.92028873578,11043.49,154829.365,175431.245,199371.945,278569.21
2011,"CAPTAIN, FIRE SUPPRESSION",71.0,179758.8423943662,39444.4413305617,3259.4,159976.935,178780.28,197899.66999999998,273702.71
2011,CAR AND AUTO PAINTER,18.0,95780.43444444443,14925.630365033645,61080.28,91256.655,101285.73000000001,108205.705,109709.25
2011,CARPENTER,76.0,76579.9967105263,17070.621978757026,17975.93,78416.4975,80792.29000000001,84714.95,101169.39
2011,CARPENTER SUPERVISOR I,11.0,97612.44454545453,18112.564671300617,61904.82,95548.365,98281.76,108416.95499999999,119922.63
2011,CARPENTER SUPERVISOR II,1.0,87336.56,,87336.56,87336.56,87336.56,87336.56,87336.56
2011,CASHIER I,22.0,21913.50863636364,19527.75888710059,297.6,6277.5,14563.525,42980.0525,52920.4
2011,CASHIER II,24.0,41429.07624999999,16588.91561040208,2137.02,25755.3625,50886.585,52888.3425,62746.81
2011,CASHIER III,1.0,58869.22,,58869.22,58869.22,58869.22,58869.22,58869.22
2011,CEMENT FINISHER SUPERVISOR I,3.0,98244.42666666665,8366.911567103678,91761.24,93521.95999999999,95282.68,101486.01999999999,107689.36
2011,CEMENT FINISHER SUPERVISOR II,1.0,126936.95,,126936.95,126936.95,126936.95,126936.95,126936.95
2011,CEMENT MASON,34.0,64227.625882352935,17122.571247149295,15733.52,65862.2425,68764.275,72624.985,94261.99
2011,CENTRAL PROCESSING AND DISTRIBUTION TECHNICIAN,30.0,59680.17300000002,22178.73251508116,12439.34,55894.0475,69320.98,73393.70499999999,84091.74
2011,CHEF,5.0,58925.27999999999,25681.659682996542,13085.54,68640.01,69704.67,69995.38,73200.8
2011,CHEMIST I/II,22.0,71792.0140909091,22381.061201903263,15342.9,69539.0125,79128.35,87619.03749999999,88584.12
2011,CHEMIST III,6.0,91993.19166666667,35514.75088079567,19499.01,106492.0075,106492.03,106492.03,106492.05
2011,CHIEF ADULT PROBATION OFFICER,2.0,94750.67,132281.902095524,1213.24,47981.955,94750.67,141519.385,188288.1
2011,CHIEF ATTORNEY I (CIVIL & CRIMINAL),5.0,161271.022,60649.0033308559,62313.86,143516.15,196886.55,196886.55,206752.0
2011,CHIEF BUILDING INSPECTOR,3.0,126614.91666666667,4067.2761353802034,121961.86,125175.73000000001,128389.6,128941.445,129493.29
2011,CHIEF CLERK,15.0,68120.04999999999,13497.590063921463,20067.52,68874.985,72844.4,72964.425,73884.43
2011,CHIEF DEPUTY ADULT PROBATION OFFICER,2.0,56331.375,21516.23404667392,41117.1,48724.237499999996,56331.375,63938.5125,71545.65
2011,CHIEF DEPUTY SHERIFF,3.0,167958.41333333333,2423.4759856316614,166387.22,166562.9,166738.58,168744.01,170749.44
2011,CHIEF DIETITIAN,2.0,80485.0,54.2068058457632,80446.67,80465.83499999999,80485.0,80504.16500000001,80523.33
2011,CHIEF DISTRICT ATTORNEY'S INVESTIGATOR,1.0,157355.95,,157355.95,157355.95,157355.95,157355.95,157355.95
2011,CHIEF ELECTRICAL INSPECTOR,1.0,123080.71,,123080.71,123080.71,123080.71,123080.71,123080.71
2011,CHIEF FIRE ALARM DISPATCHER,1.0,112798.37,,112798.37,112798.37,112798.37,112798.37,112798.37
2011,CHIEF HOUSING INSPECTOR,1.0,119337.33,,119337.33,119337.33,119337.33,119337.33,119337.33
2011,CHIEF MICROBIOLOGIST,1.0,114141.76,,114141.76,114141.76,114141.76,114141.76,114141.76
2011,CHIEF NURSERY SPECIALIST,1.0,84800.16,,84800.16,84800.16,84800.16,84800.16,84800.16
2011,"CHIEF OF DEPARTMENT, (FIRE DEPARTMENT)",1.0,302377.73,,302377.73,302377.73,302377.73,302377.73,302377.73
2011,CHIEF OF POLICE,1.0,267992.59,,267992.59,267992.59,267992.59,267992.59,267992.59
2011,CHIEF PAYROLL AND PERSONNEL CLERK,4.0,55885.31500000001,35690.95018037439,2453.17,53797.21,72363.03,74451.135,76362.03
2011,CHIEF PLUMBING INSPECTOR,1.0,127938.44,,127938.44,127938.44,127938.44,127938.44,127938.44
2011,CHIEF PREPARATOR,2.0,17516.11,11108.491968948802,9661.22,13588.664999999999,17516.11,21443.555,25371.0
2011,"CHIEF PROBATION OFFICER, JUVENILE COURT",1.0,191319.45,,191319.45,191319.45,191319.45,191319.45,191319.45
2011,CHIEF STATIONARY ENGINEER,15.0,107053.65066666668,31447.98717420957,16918.12,98776.66,107010.51,118546.75,156381.52
2011,"CHIEF STATIONARY ENGINEER, SEWAGE PLANT",22.0,107028.36272727273,22977.175098174357,15625.42,108818.535,111980.32,117833.005,121214.82
2011,"CHIEF STATIONARY ENGINEER, WATER TREATMENT PLANT",5.0,130454.31000000001,7686.008927291203,121051.25,123511.0,133593.02,135918.14,138198.14
2011,CHIEF SURVEYOR,6.0,80678.62500000001,44691.84268988145,4787.2,59729.9975,101689.1,112518.8,114034.02
2011,CHIEF TELEPHONE OPERATOR,1.0,47507.15,,47507.15,47507.15,47507.15,47507.15,47507.15
2011,CHIEF VICTIM/WITNESS INVESTIGATOR,1.0,101588.34,,101588.34,101588.34,101588.34,101588.34,101588.34
2011,CHIEF WATER SERVICE INSPECTOR,3.0,130436.72666666667,16899.857509175432,116106.96,121118.465,126129.97,137601.61,149073.25
2011,CHILD CARE SPECIALIST,6.0,33599.51833333333,14170.498822074565,5264.0,36337.3325,37368.3,41571.4,42630.4
2011,CHILD SUPPORT OFFICER II,59.0,63523.61406779662,11060.182938654956,7944.06,65992.405,67022.85,67622.94,68686.82
2011,CHILD SUPPORT OFFICER III,17.0,69034.37352941177,22727.65761179838,3278.52,69921.84,79900.98,80524.94,83372.53
2011,CITIZENS COMPLAINT OFFICER,11.0,53461.27818181819,20748.327561896076,13439.86,46846.509999999995,61473.11,67921.875,69609.54
2011,CITY ATTORNEY,1.0,208243.12,,208243.12,208243.12,208243.12,208243.12,208243.12
2011,CITY PLANNING GRAPHICS SUPERVISOR,1.0,65698.95,,65698.95,65698.95,65698.95,65698.95,65698.95
2011,CITY PLANNING INTERN,2.0,8417.76,1435.8934562842746,7402.43,7910.095,8417.76,8925.425,9433.09
2011,CITY SHOPS ASSISTANT SUPERINTENDENT,2.0,105862.35,150.95315564770127,105755.61,105808.98,105862.35,105915.72,105969.09
2011,CIVIL ENGINEERING ASSISTANT,17.0,58273.15823529411,20698.967595242597,258.2,63309.22,67011.05,67059.22,76096.07
2011,CIVIL ENGINEERING ASSOCIATE I,39.0,66680.79846153846,20920.135211826244,1193.35,74242.485,74247.02,74247.07,87664.32
2011,CLAIMS ADJUSTER,5.0,81920.698,45366.799884026645,906.36,97591.34,103167.8,103968.99,103969.0
2011,CLAIMS INVESTIGATOR,7.0,101526.56999999999,26669.500610335148,43016.7,104292.03,107645.27,115293.05,120853.86
2011,CLAIMS INVESTIGATOR CITY ATTORNEYS OFFICE,33.0,77456.79151515152,25956.60483956662,5032.0,66639.05,92779.8,93837.04,95264.31
2011,CLAIMS PROCESS CLERK,2.0,48119.58,667.3673800838657,47647.68,47883.630000000005,48119.58,48355.53,48591.48
2011,CLERK,219.0,28968.27771689498,19338.681456651797,18.78,9260.375,33913.69,47010.42,107529.44
2011,CLERK TYPIST,135.0,43427.371629629626,12528.306605694319,499.52,44252.575,48851.76,49433.645000000004,61497.48
2011,CLINICAL NURSE SPECIALIST,27.0,128317.82518518518,51010.75112555221,223.91,116500.055,138986.5,167696.15,171566.81
2011,CLINICAL PHARMACIST,33.0,131120.17393939395,34982.504928788956,31981.21,130123.45,145797.78,147917.6,172437.65
2011,CLINICAL PSYCHOLOGIST,52.0,60619.60769230769,29726.420555417822,5172.27,38268.0,57654.265,92188.0275,94893.91
2011,COLLECTIONS OFFICER,3.0,36709.583333333336,30629.821714643283,1955.0,25180.375,48405.75,54086.875,59768.0
2011,"COMMANDER III, (POLICE DEPARTMENT)",7.0,205136.50714285715,45480.2889912083,133655.73,188981.88,211596.24,213262.97999999998,286213.86
2011,COMMERCIAL DIVISION ASSISTANT SUPERVISOR,16.0,73556.00875000001,16884.820071031405,11220.47,77574.3375,78328.38,78345.2225,83460.53
2011,COMMISSIONER,46.0,2271.694347826087,2946.6547429590214,46.15,275.0,825.0,3735.0,11730.0
2011,COMMUNICATION LINE SUPERVISOR I,2.0,127865.815,1064.6836093647744,127112.97,127489.3925,127865.815,128242.2375,128618.66
2011,COMMUNICATIONS DIRECTOR,1.0,115289.99,,115289.99,115289.99,115289.99,115289.99,115289.99
